The atomic number is   1.0000000000;

Radial grid: R(I) = RNT*(exp((I-1)*H)-1), I = 1, ..., N;

 RNT  =  2.000000000000D-06 Bohr radii;
 H    =  5.000000000000D-02 Bohr radii;
 N    =  590;
 R(1) =  0.000000000000D+00 Bohr radii;
 R(2) =  1.025421927520D-07 Bohr radii;
 R(N) =  1.233111896689D+07 Bohr radii.

Shell      e           p0        gamma         R           P           Q       MTP  SRC

  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2953D-01  0.5734D-01 -0.2092D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3104D-01  0.6019D-01 -0.2196D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3263D-01  0.6318D-01 -0.2305D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3431D-01  0.6630D-01 -0.2419D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3607D-01  0.6958D-01 -0.2539D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3791D-01  0.7301D-01 -0.2664D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3986D-01  0.7661D-01 -0.2795D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.4190D-01  0.8037D-01 -0.2933D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.4405D-01  0.8431D-01 -0.3076D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.4631D-01  0.8843D-01 -0.3227D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.4868D-01  0.9275D-01 -0.3384D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.5118D-01  0.9726D-01 -0.3549D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.5380D-01  0.1020D+00 -0.3721D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.5656D-01  0.1069D+00 -0.3901D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.5946D-01  0.1121D+00 -0.4089D-03  327  Hyd
